artist_name,track_name,release_date,genre,lyrics
Jung Kook,Seven (feat. Latto),2023,hyperpop," Dnyann yk omuzlarnda Belini pyorum ve zihnini rahatlatyorum Seni tanyabilmek benim iin bir ans Ellerimi alyorum ve hatlarn takip ediyorum  Srebilme eklin Srebilme eklin Seninle farkl bir evrende tantm dnyorum O yzden beni baka bir zaman kr Beni sarp sarmalyorsun bana hayat veriyorsun Ve ite bu yzden gece stne gece Seni byle sikeceim  Pazartesi, Sal, aramba, Perembe, Cuma, Cumartesi, Pazar (Bir hafta) Pazartesi, Sal, aramba, Permbe, Cuma Haftann yedi gn Her saat hr dakika her saniye Biliyorsun gece stne gece Seni byle sikeceim Haftann yedi gn  e direkt giritiimde seviyorsun Her eyimi sana sunuyorum Balln ne olduunu sana gsteriyorum Okyanustan daha derin Baa sar ve yavalayaym Seni o kzarmlkla brakyorum Balln ne olduunu gsteriyorum Okyanustan daha derin  Srebilme eklin Srebilme eklin Seninle farkl bir evrende tantm dnyorum O yzden beni baka bir zaman kr Beni sarp sarmalyorsun bana hayat veriyorsun Ve ite bu yzden gece stne gece Seni byle sikeceim  Pazartesi, Sal, aramba, Perembe, Cuma, Cumartesi, Pazar (Bir hafta) Pazartesi, Sal, aramba, Perembe, Cuma Haftann yedi gn Her saat her dakika her saniye Biliyorsun gece stne gece Seni byle sikeceim Haftann yedi gn Pazartesi, Sal, aramba, Perembe, Cuma, Cumartesi, Pazar (Bir hafta) Pazartesi, Sal, aramba, Perembe, Cuma Haftann yedi gn Her saat her dakika her saniye Biliyorsun gece stne gece Seni byle sikeceim Haftann yedi gn (Big Latto)  Skca kontrol ele geir, skca ruhunu al Telefonunu al ve galeriyi a O kyafetleri kap eiinde brak Ne iin bekliyorsun? Gelip istediini alsan iyi edersin Uh, iki ayayla zplyor Gne doana kadar, uykumuzu almyoruz Haftann yedi gn, yedi farkl araf Yedi farkl pozisyonda, fantezin olabilirim Al ve syle ah Gel bakalm bebeim senin gururunu yutacam Naslsn? Sana uyum salayabilirim Ula bana ve kayaym sana Sen pazartesileri hafta sonu gibi hissettiriyorsun Aldatmay dnmemesini salyorum ini, toplantlarn es getiriyorum Siktir et, haydi yatalm, evet (Haftann yedi gn)  Pazartesi, Sal, aramba, Perembe, Cuma, Cumartesi, Pazar (Bir hafta) Pazartesi, Sal, aramba, Perembe, Cuma Haftann yedi gn Her saat her dakika her saniye Biliyorsun gece stne gece Seni byle sikeceim Haftann yedi gn Pazartesi, Sal, aramba, Perembe, Cuma, Cumartesi, Pazar (Bir hafta) Pazartesi, Sal, aramba, Perembe, Cuma Haftann yedi gn Her saat her dakika her saniye Biliyorsun gece stne gece Seni byle sikeceim Haftann yedi gn"
Jung Kook,3D (feat. Jack Harlow),2023,hyperpop,"Un, deux, 3D  Je ne peux pas te toucher par tlphone Ou tembrasser  travers lunivers Dans un autre fuseau horaire Cest le seul temps que je ne peux pas remonter Mais quand il y a deux dimensions Il ny en a quune qui me manque Et si tu te sens seule Tu nas plus  ressentir a maintenant  Je veux juste te voir comme a T voir comme a uh uh  Donc si tu es prte (Donc si tu s prte) Et si tu me permets (Et si tu me permets) Je veux le voir en mouvement En 3D (Uh uh) Tu ne me regretteras pas (Tu ne me regretteras pas) Champagne confetti (Champagne confetti) Je veux le voir en mouvement En 3D  Car tu sais comment jaime a meuf 3D (Woo) Tu sais comment jaime a meuf 3D (Woo)  Corps contre corps contre corps contre corps contre corps Toi et moi, bb tu sais quon a compris Donc ne commence pas  me chauffer Car tu sais que je peux avoir le cur chaud Bb, oh bb, oh bb tu me rends fou Pluie, pluie, pluie, tu ne peux pas la simuler Tu me procures une toute nouvelle motion Tu mas fait boire cette potion  Je veux juste te voir comme a Te voir comme a uh uh  Donc si tu es prte (Donc si tu es prte) Et si tu me permets (Et si tu me permets) Je veux le voir en mouvement En 3D (Montre moi meuf, maintenant) Tu ne me regretteras pas (Tu ne me regretteras pas) Champagne confetti (Champagne confetti hey) Je veux le voir en mouvement En 3D (Aller, aller, aller)  Car tu sais comment jaime a meuf (Tu sais comment jaime a) 3D (Hey) Tu sais comment jaime a meuf (Tu sais comment jaime a) 3D (Woo) Car tu sais comment jaime a meuf (Oh, tu sais comment jaime a) 3D Tu sais comment jaime a meuf 3D  Je suis sur mon Jungkook Je dshabille une fille en un regard Et quand elles se font prendre, elles sont jamais relches Quand jai vu ce corps, on aurait cru que ctait un cadavre Comme jai dit  mes potes  Venez voir  Javais pour habitude demmener des filles  Stony Brook Et leur voler le cur comme un escroc, vraie histoire Maintenant quand je tiens la main de quelquun, cest une autre histoire Toutes mes ABG se font belles pour moi Javais une meuf, trop ennuyeux Deux meufs, ctait cool pour moi Trois meufs, punaise, le mec a faim Quatre meufs, ok l tu te prostitues (Hey hey hey) Je suis impur Jarrte mon bon usage de ces champis Jarrte de mettre la ville sur mon dos Et le monde connat mon nom, je suis la vrit  Donc si tu es prte (Donc si tu es prte) Et si tu me permets (Et si tu me permets) Je veux le voir en mouvement En 3D (Ooh) Tu ne me regretteras pas (Tu ne me regretteras pas) Champagne confettis (Champagne confetti hey) Je veux le voir en mouvement En 3D (Montre moi, meuf, maintenant) (Pourquoi?)  Car tu sais comment jaime a meuf (Jaime bien a cest vrai) 3D (Woo) Tu sais comment jaime a meuf (Oh ouais, daccord) 3D (Woo) Car tu sais comment jaime a meuf (Tu sais comment jaime a) (Spy Kids) 3D Tu sais comment jaime a meuf 3D  Je tai fait jouer avec toi mme en camra Tes ma bae, juste comme Tampa En parlant dargent, jen ai Et quant aux baises, et bien, pas a Et quant aux putes, et bien, est-ce que tu veux vraiment savoir ? Cest bien ce quil me semblait Je te ferai voler depuis la Core vers le Kentucky Et tu nas rien  me garantir, je veux juste voir si je suis chanceux Je veux juste te rencontrer en personne et voir si tu me toucherais"
BTS,FAKE LOVE,2018,hyperpop,"                                    I'm so sick of this fake love Fake love, fake love I'm so sorry, but it's fake love Fake love, fake love  I wanna be a good man just for you   just for you   just for you Now I don't know me, who are you? Hey,       route         ,   ?                                     Love you so bad, love you so bad      Love, it's so mad, love, it's so mad       Love you so bad, love you so bad      Love, it's so mad, love, it's so mad        I'm so sick of this fake love Fake love, fake love I'm so sorry, but it's fake love Fake love, fake love  Why you sad? I don't know,   ,    ,    (Oh no)       ,       ,         ,      ? It's all fake love  Ooh, I don't know, I don't know, I don't know why Ooh,      Ooh, I just know, I just know, I just know why 'Cause it's all fake love, fake love, fake love  Love you so bad, love you so bad      Love, it's so mad, love, it's so mad       Love you so bad, love you so bad      Love, it's so mad, love, it's so mad        I'm so sick of this fake love Fake love, fake love I'm so sorry, but it's fake love Fake love, fake love                                   "
LE SSERAFIM,CRAZY,2024,hyperpop,"Lyrically, CRAZY is about having fun and going crazyas the members also sing about embracing Read More   Act like an angel and dress like crazy  All the girls are girling, girling All the girls are girling, girling All the girls are girling, girling All the girly girls  Da, da-da-da Da-da-da-da-da Da-da-da, da Act like an angel and dress like crazy Da, da-da-da Da-da-da-da-da Da-da-da, da  Yeah,     CPR  like Pikachu   , it's pumping I'm an otaku, bestie  that candy's sassy         Galileo        Why can't you stop?          make me super crazy  Crazy, crazy, crazy, crazy Crazy, crazy, crazy, crazy Crazy, crazy, crazy, crazy Act like an angel and dress like crazy  Da, da-da-da Da-da-da-da-da Da-da-da, da Act like an angel and dress like crazy Da, da-da-da Da-da-da-da-da Da, da-da-da Da-da, da-da, da  All the girls are girling, girling All the girls are girling, girling All the girls are girling, girling All the girly girls All the girls are girling, girling All the girls are girling, girling All the girls are girling, girling All the girly girls  Back in the days    me                  Yeah, me and my girls        kiss, mwah  Galileo        Why can't you stop?        *  make me super crazy*  Crazy, crazy, crazy, crazy Crazy, crazy, crazy, crazy Crazy, crazy, crazy, crazy Act like an angel and dress like crazy  Da, da-da-da Da-da-da-da-da Da, da-da-da Act like an angel and dress like crazy Da, da-da-da Da-da-da-da-da Da, da-da-da Da-da, da-da, da  All the girls are girling, girling All the girls are girling, girling All the girls are girling, girling All the girly girls All the girls are girling, girling All the girls are girling, girling All the girls are girling, girling All the girly girls"
BABYMONSTER,SHEESH,2024,hyperpop," Da-la-lun-dun Da-la-lun-dun Da-la-lun-dun Baby, I'ma monster  Mano a mano I see you in slow-mo You know you're in trouble Ooh-hoo-hoo-hoo        You know that      All eyes on me,   Do or die on my life Yeah, you ain't seen nothing yet  Got them all going Sheesh, sheesh Sheesh, sheesh, sheesh, yeah B-A-B-Y-M-O-N Sheesh, sheesh Sheesh, sheesh, sheesh, yeah Got them all going  Yo, hold on,                   boom, boom, pow          Crown this queen             say Sheesh, sheesh, sheesh  You know what it is I be running this Pull up in a ghost Peek a, peek a boo, hoo Vroom, vroom   , pump, pump, pop Pedal to the metal Click, clack, click Put 'em up to the sky High, high, high, high      All eyes on me,   Do or die on my life Yeah, you ain't seen nothing yet  Got them all going Sheesh, sheesh Sheesh, sheesh, sheesh, yeah B-A-B-Y-M-O-N Sheesh, sheesh Sheesh, sheesh, sheesh, yeah Got them all going             Time's up,          Fly away,    Come on, let's ride  BABY, I'ma MONSTER  B-A-B-Y-M-O-N Tell a friend, tell a friend, tell a friend B-A-B-Y-M-O-N Tell a frind, tell a friend, tell a frind (Let's go)  Jump, jump and let it go, watch out, we on a roll Rum, pump, pump, pump it up then Jump, jump and let it go, watch out, we on a roll Rum, pump, pump, pump it up then"
Jung Kook,Still With You,2020,hyperpop,The Soundcloud link of the song has Read More                         Still with you                                       ?                                                                                                            Still with you
NewJeans,Super Shy,2023,hyperpop,"In Super Shy, the girls start to feel more social and lively around their crush, in Read More   I'm super shy, super shy But wait a minute while I make you mine, make you mine  , you're on my mind all the time I wanna tell you but I'm super shy, super shy I'm super shy, super shy But wait a minute while I make you mine, make you mine  , you're on my mind all the time I wanna tell you but I'm super shy, super shy  And I wanna go out with you, where you wanna go? (Huh?) Find a lil' spot, just sit and talk Looking pretty, follow me    ? ()   (Heh) ,  When you say I'm your dream  You don't even know my name, do ya? You don't even know my name, do ya?   I'm super shy, supr shy But wait a minute while I make you min, make you mine  , you're on my mind all the time I wanna tell you but I'm super shy, super shy I'm super shy, super shy But wait a minute while I make you mine, make you mine  , you're on my mind all the time I wanna tell you but I'm super shy, super shy         I don't like that Something odd about you Yeah, you're special and you know it You're the top, babe  I'm super shy, super shy But wait a minute while I make you mine, make you mine  , you're on my mind all the time I wanna tell you but I'm super shy, super shy I'm super shy, super shy But wait a minute while I make you mine, make you mine  , you're on my mind all the time I wanna tell you but I'm super shy, super shy  You don't even know my name, do ya? You don't even know my name, do ya?  You don't even know my name, do ya? (Super shy, super shy, make you mine, make you mine) *You don't even know my name, do ya?* (On my mind all the time, I wanna tell you but I'm super shy, super shy)"
ENHYPEN,Bite Me,2023,hyperpop," It's you and me in this world   , tie me    Just come kiss me and bite me (Oh, babe)    memory     scream  , what I had to be     Got me bad, bad, bad,      dreams , when you next to me      (Oh, my, oh, my God) This blood's pumpin' crazy (Oh, my, oh, my God) 'Cause I know you'll save me  Come here and get some (Some)  on my neck    () Just come over and bite me Come here and get some (Some)   sidekick    () Just come over and bite me  It's you and me in this world   , tie me    Just come kiss me and bite me (Oh, babe) It's you and me in this world    light me (Woo-ooh)    Just come kiss me and bite me, yeah-eh-eh      brave heart      Come to me, make it right  ,  ,  Yeah-eh  (Oh, my, oh, my God) This blood's pumpin' crazy (Oh, my, oh, my God) 'Cause I know you'll save me  Come here and get some (Some)  on my neck    () Just come over and bite me Come here and get some (Some)   sidekick    () Just come over and bite me  It's you and me in this world   , tie me    Just come kiss me and bite me (Oh, babe) It's you and me in this world    light me (Woo-ooh)    Just come kiss me and bite me, yeah-eh-eh"
NewJeans,New Jeans,2023,hyperpop," Look, it's a new me Switched it up, who's this?   NewJeans So fresh, so clean     Time to step out     Ready for sure To have some more  New hair, new tee NewJeans, do you see? New hair, new tee NewJeans, do you see? New hair, new tee NewJeans, do you see? New hair, new tee NewJeans, do you see?  Make it feel like a game Look at us, we go on and on again We'll go on to the end What we wanna do, on and on again Make it feel like a game Look at us, we go on and on again We'll go on to the end What we wanna do, on and on again  Look, it's a new me Switched it up, who's this?  NewJeans So fresh, so clean     Feeling's so right     I need to know You want some more  New hair, new tee NewJeans, you and me New hair, new tee NewJeans, you and me New hair, new tee NewJeans, you and me New hair, new tee NewJeans, you and me"
wave to earth,bad,2023,hyperpop,"How could my day be bad When I'm with you? You're the only one Who makes me laugh So how can my day be bad? It's a day for you  Lately, life's so boring I've been watching Netflix all day long I thought there would be No things left to watch So I let myself out  When I went to the park I recognized you at a glance Face to face, we just smiled We already know that we'll be together  How could my day be bad When I'm with you? You're the only one Who makes me laugh So how can my day be bad? It's a day for you  Coffee in the morning, you and the sun There's a brown hue in your eyes How pretty it is I think I'm in love   When I went to the park I recognized you at a glance Face to face, we smiled And I finally held your hands  How could my day be bad When I'm with you? You're the only one Who makes me laugh So how can my day be bad? It's a day for you How could my day be bad When I'm with you? You're the only one who gives me love So how can my day be bad? It's a day for you"
